"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"CHAR: Composite Head-body Activities Recognition with A Single Earable Device","P. Zhu; Y. Zou; W. Li; K. Wu","College of Computer Science and Software engineering, Shenzhen University; College of Computer Science and Software engineering, Shenzhen University; College of Computer Science and Software engineering, Shenzhen University; College of Computer Science and Software engineering, Shenzhen University",2023 IEEE International Conference on Pervasive Computing and Communications (PerCom),"18 Apr 2023","2023","","","212","221","The increasing popularity of earable devices stimulates great academic interest to design novel head gesture-based interaction technologies. But existing works simply consider it as a singular activity recognition problem. This is not in line with practice since users may have different body movements such as walking and jogging along with head gestures. It is also beneficial to recognize body movements during human-device interaction since it provides useful context information. As a result, it is significant to recognize such composite activities in which actions of different body parts happen simultaneously. In this paper, we propose a system called CHAR to recognize composite head-body activities with a single IMU sensor. The key idea of our solution is to make use of the inter-correlation of different activities and design a multi-task learning network to extract shared and specific representations. We implement a real-time prototype and conduct extensive experiments to evaluate it. The results show that CHAR can recognize 60 kinds of composite activities (12 head gestures and 5 body movements) with high accuracies of 97.0% and 89.7% in user- dependent and independent cases, respectively.","2474-249X","978-1-6654-5378-3","10.1109/PERCOM56429.2023.10099218","China NSFC(grant numbers:62172286,61872247,U2001207); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10099218","Composite activity recognition;Earable device;Multi-task learning","Pervasive computing;Performance evaluation;Legged locomotion;Headphones;Prototypes;Activity recognition;Multitasking","","2","","37","IEEE","18 Apr 2023","","","IEEE","IEEE Conferences"
"DroneVLC: Exploiting Drones and VLC to Gather Data from Batteryless Sensors","L. De Groot; T. Xu; M. Z. Zamalloa",Delft University of Technology; Delft University of Technology; Delft University of Technology,2023 IEEE International Conference on Pervasive Computing and Communications (PerCom),"18 Apr 2023","2023","","","242","251","We explore a new alternative for drones to gather information from sensors. Instead of using the traditional radio-frequency spectrum, whose broadcast nature makes it more difficult to poll specific objects, we utilize the light spectrum. In our system, the drone carries a light, and flies to an area that it is interested in polling. Only the sensor (tag) under the coverage of the light sends data back by backscattering the impinging light waves. Enabling this system poses two challenges. First, a reliable modulation method with light is required. The method must overcome noise dynamics introduced by the drone (mechanical oscillations), the object (backscattering effects) and the environment (interference from ambient light). Second, to facilitate the deployment of tags in pervasive applications, the design of the tag should be battery-less and have a small surface area. These requirements limit the amount of power available for reception, transmission and sensing, since the energy harvested by solar cells is proportional to their surface area. Regarding the first challenge, we show that the amplitude-based modulation methods used in state-of-the-art studies do not work in our scenario, and investigate instead a frequency-based approach. For the second challenge, we optimize the computation, reception and transmission of the tag to create a battery-less design that operates with frequency-modulated signals generated from light. We build a prototype for the drone and the tag, and test them under different lighting scenarios: dark, indoors, and outdoors with sunlight. The results show that, under standard indoor lighting, our system can attain a polling range of 1.1 m with a data rate of 120 bps, while the tag operates with small solar cells and consumes less than 1 mW.","2474-249X","978-1-6654-5378-3","10.1109/PERCOM56429.2023.10099247","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10099247","Visible Light Communication;Backscatter;Bat-teryless;Drones;UAV;Dynamic Channel","Radio frequency;Frequency modulation;Photovoltaic cells;Lighting;Prototypes;Reliability;Standards","","3","","33","IEEE","18 Apr 2023","","","IEEE","IEEE Conferences"
"PreActo: Efficient Cross-Camera Object Tracking System in Video Analytics Edge Computing","T. -T. Nguyen; S. Y. Jang; B. Kostadinov; D. Lee","School of Computing, KAIST, Daejeon, South Korea; Nokia Bell Labs, Cambridge, UK; Netlight, Munich, Germany; School of Computing, KAIST, Daejeon, South Korea",2023 IEEE International Conference on Pervasive Computing and Communications (PerCom),"18 Apr 2023","2023","","","101","110","Cross-camera real-time object tracking is one of the important, yet challenging applications of video analytics in edge computing environments. To provide accurate and efficient real-time tracking, a tracking target's future movements need to be predicted. Particularly, the destination camera and travel time of the target object are to be identified so that tracking duties can be handover-ed seamlessly. In this paper, we propose a collaborative cross-camera tracking system, called PreActo, with two key features: (1) ResNet-based trajectory learning to exploit the rich spatio-temporal information embedded within objects' moving patterns, which has not been utilized by the existing literature, and (2) collaboration between the edge server and the edge device for real-time trajectory prediction and tracking handover. To prove the validity of our proposed system, we evaluate PreActo on a video dataset leveraging real-world trajectories. Evaluation results show that the proposed system reduces up to $7\times$ the number of processed frames for handover, with $2\times$ lower latency while providing $1.5\times$ tracking precision improvement compared to the state-of-the-art.","2474-249X","978-1-6654-5378-3","10.1109/PERCOM56429.2023.10099298","Institute of Information & communications Technology Planning & Evaluation (IITP); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10099298","Edge Computing;Machine Learning;Object Tracking;Trajectory learning","Target tracking;Visual analytics;Collaboration;Streaming media;Cameras;Real-time systems;Trajectory","","3","","41","IEEE","18 Apr 2023","","","IEEE","IEEE Conferences"
"Device-Free Multi-Person Indoor Localization Using the Change of ToF","A. Nomura; M. Sugasaki; K. Tsubouchi; N. Nishio; M. Shimosaka","Tokyo Institute of Technology, Tokyo, Japan; Tokyo Institute of Technology, Tokyo, Japan; Yahoo Japan Corporation, Tokyo, Japan; Ritsumeikan University, Shiga, Japan; Tokyo Institute of Technology, Tokyo, Japan",2023 IEEE International Conference on Pervasive Computing and Communications (PerCom),"18 Apr 2023","2023","","","190","199","Indoor position information, which is difficult to obtain by GPS, can be used for various services and applications, thus indoor localization methods have been widely researched. Among them, device-free indoor localization does not require the target persons to possess a localization device, such as a smartphone, which can support the localization of all persons in the environment. Many methods using RSSI and Wi-Fi CSI have been proposed as device-free indoor localization using radio waves. However, RSSI is easily affected by environmental factors, such as multipath propagation. Wi-Fi CSI also has the disadvantage that there is no standard, so it relies on special hardware and software. Therefore, we propose device-free multi-person indoor localization using ToF information, which is less susceptible to noise. ToF information in indoor localization has mainly been used for highly accurate estimation of the receiver position, while this paper proposes a new application. In addition, distance measurements using ToF of Wi-Fi and UWB have been standardized and can be implemented with commercial equipment, which is highly practical. In this research, we considered the change in the distance measurement due to radio wave occlusion by a human body and built a device-free indoor localization system that can estimate multi-person position even if the model is trained on the data of only one person.","2474-249X","978-1-6654-5378-3","10.1109/PERCOM56429.2023.10099384","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10099384","Wi-Fi;UWB;Round Trip Time;Time of Flight;device-free indoor localization;indoor positioning;density estimation","Location awareness;Estimation;Training data;Receivers;Distance measurement;Data models;Transceivers","","1","","21","IEEE","18 Apr 2023","","","IEEE","IEEE Conferences"
"hEARt: Motion-resilient Heart Rate Monitoring with In-ear Microphones","K. -J. Butkow; T. Dang; A. Ferlini; D. Ma; C. Mascolo","University of Cambridge, Cambridge, UK; University of Cambridge, Cambridge, UK; University of Cambridge, Cambridge, UK; University of Cambridge, Cambridge, UK; University of Cambridge, Cambridge, UK",2023 IEEE International Conference on Pervasive Computing and Communications (PerCom),"18 Apr 2023","2023","","","200","209","With the soaring adoption of in-ear wearables, the research community has started investigating suitable in-ear heart rate (HR) detection systems. HR is a key physiological marker of cardiovascular health and physical fitness. Continuous and reliable HR monitoring with wearable devices has therefore gained increasing attention in recent years. Existing HR detection systems in wearables mainly rely on photoplethysmography (PPG) sensors, however, these are notorious for poor performance in the presence of human motion. In this work, leveraging the occlusion effect that enhances low-frequency bone-conducted sounds in the ear canal, we investigate for the first time in-ear audio-based motion-resilient HR monitoring. We first collected HR-induced sounds in the ear canal leveraging an in-ear microphone under stationary and three different activities (i.e., walking, running, and speaking). Then, we devised a novel deep learning based motion artefact (MA) mitigation framework to denoise the in-ear audio signals, followed by an HR estimation algorithm to extract HR. With data collected from 20 subjects over four activities, we demonstrate that hEARt, our end-to-end approach, achieves a mean absolute error (MAE) of 3.02 $\pm\ \boldsymbol{ 2.97}$ BPM, 8.12 $\pm\ \boldsymbol{6.74}$ BPM, 11.23 $\pm\ \boldsymbol{9.20}$ BPM and 9.39 $\pm\ \boldsymbol{6.97}$ BPM for stationary, walking, running and speaking, respectively, opening the door to a new non-invasive and affordable HR monitoring with usable performance for daily activities. Not only does hEARt outperform previous in-ear HR monitoring work, but it outperforms reported in-ear PPG performance.","2474-249X","978-1-6654-5378-3","10.1109/PERCOM56429.2023.10099317","ERC(grant numbers:833296); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10099317","earable;heart rate;motion artefact;in-ear audio","Heart rate;Legged locomotion;Deep learning;Irrigation;Wearable computers;Estimation;Ear","","12","","44","IEEE","18 Apr 2023","","","IEEE","IEEE Conferences"
"Joint Estimation of the Distance and Relative Velocity of Obstacles via Smartphone Active Sound Sensing for Pedestrian Safety","T. Dissanayake; T. Maekawa; T. Hara","Graduate School of Information Science and Technology, Osaka University, Osaka, Japan; Graduate School of Information Science and Technology, Osaka University, Osaka, Japan; Graduate School of Information Science and Technology, Osaka University, Osaka, Japan",2023 IEEE International Conference on Pervasive Computing and Communications (PerCom),"18 Apr 2023","2023","","","32","42","In this study, we proposed a new method for pedestrian safety named ObsSense that estimates the distance and relative velocity of both static and mobile roadside obstacles using probing signals emitted by an off-the-shelf smartphone carried by a pedestrian. Sound-based estimation of the movement properties of an obstacle has been actively studied in pervasive computing, and generally provides the distance from a smartphone user to an obstacle and the relative velocity of the obstacle. However, most prior studies have focused on estimating the properties of either static or mobile obstacles. Furthermore, they estimated either the distance to obstacles or their relative velocity. Nonetheless, both the distance and relative velocity of the oncoming obstacles are necessary to derive the timing of a possible collision. To address this issue, we proposed a new probing signal composed of sine waves and sine sweeps, designed to acquire information about both the distance and relative velocity of static and mobile obstacles. In addition, we proposed a neural network model that can jointly predict distance and relative velocity from reflected sounds of the probing signal captured by a smartphone. The proposed neural network was designed to consider the mobility status of obstacles, i.e., whether they are mobile or static, in order to select the most appropriate method to estimate their distance and relative velocity. In addition, our method uses the relationship between distance and velocity to increase the precision of its estimations. For example, the distance can be estimated by integrating the velocity-time curve. The performance of ObsSense was evaluated using real-world data, and the experimental results demonstrated the effectiveness of our proposed probing signal and neural network architecture.","2474-249X","978-1-6654-5378-3","10.1109/PERCOM56429.2023.10099353","JSPS KAKENHI(grant numbers:JP21H03428,JP21H05299,JP21J10059); JST-Mirai Program(grant numbers:JP21473170); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10099353","Active sound sensing;pedestrian safety;obstacles","Pervasive computing;Neural networks;Estimation;Computer architecture;Predictive models;Sensors;Safety","","","","37","IEEE","18 Apr 2023","","","IEEE","IEEE Conferences"
"Exposing the CSI: A Systematic Investigation of CSI-based Wi-Fi Sensing Capabilities and Limitations","M. Cominelli; F. Gringoli; F. Restuccia","National Inter-University Consortium for Telecommunications (CNIT), Italy; National Inter-University Consortium for Telecommunications (CNIT), Italy; Institute for the Wireless Internet of Things, Northeastern University, United States",2023 IEEE International Conference on Pervasive Computing and Communications (PerCom),"18 Apr 2023","2023","","","81","90","Thanks to the ubiquitous deployment of Wi-Fi hotspots, channel state information (CSI)-based Wi-Fi sensing can unleash game-changing applications in many fields, such as healthcare, security, and entertainment. However, despite one decade of active research on Wi-Fi sensing, most existing work only considers legacy IEEE 802.11n devices, often in particular and strictly-controlled environments. Worse yet, there is a fundamental lack of understanding of the impact on CSI-based sensing of modern Wi-Fi features, such as 160-MHz bandwidth, multiple-input multiple-output (MIMO) transmissions, and increased spectral resolution in IEEE 802.11ax (Wi-Fi 6). This work aims to shed light on the impact of Wi-Fi 6 features on the sensing performance and to create a benchmark for future research on Wi-Fi sensing. To this end, we perform an extensive CSI data collection campaign involving 3 individuals, 3 environments, and 12 activities, using Wi-Fi 6 signals. An anonymized ground truth obtained through video recording accompanies our 80-GB dataset, which contains almost two hours of CSI data from three collectors. We leverage our dataset to dissect the performance of a state-of-the-art sensing framework across different environments and individuals. Our key findings suggest that (i) MIMO transmissions and higher spectral resolution might be more beneficial than larger bandwidth for sensing applications; (ii) there is a pressing need to standardize research on Wi-Fi sensing because the path towards a truly environment-independent framework is still uncertain. To ease the experiments' replicability and address the current lack of Wi-Fi 6 CSI datasets, we release our 80-GB dataset to the community.","2474-249X","978-1-6654-5378-3","10.1109/PERCOM56429.2023.10099368","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10099368","Device-free sensing;Channel State Information;Wi-Fi 6","Systematics;IEEE 802.11ax Standard;Bandwidth;Pressing;Sensors;Security;Wireless fidelity","","13","","39","IEEE","18 Apr 2023","","","IEEE","IEEE Conferences"
"Highly Responsive Batteryless System for Indoor Light Energy Harvesting Environments","D. Kim; J. Ahn; H. Lee; H. Cha","Department of Computer Science, Yonsei University, Seoul, Korea; Department of Computer Science, Yonsei University, Seoul, Korea; Department of Computer Science, Yonsei University, Seoul, Korea; Department of Computer Science, Yonsei University, Seoul, Korea",2023 IEEE International Conference on Pervasive Computing and Communications (PerCom),"18 Apr 2023","2023","","","111","120","Energy-neutral operation (ENO) aims to provide near-perpetual device operation using energy harvested from ambient environments. Existing ENO techniques, however, have two key problems. The batteries used in harvesting devices have inherently limited lifespans, and the device experiences a long cold-start time when charging the battery. In this paper, we propose a long-lasting and highly responsive batteryless system, called RENO, to solve the problems that occur in energy harvesting devices. Using a supercapacitor to store energy, RENO maximizes the responsiveness in ENO especially running in dynamic harvesting environments such as indoor light energy harvesting. Combining the intermittent characteristics of power-neutral operation (PNO), RENO allows dual-mode operation of PNO and ENO, depending on the current harvesting capability. The device works as a PNO device when charging the energy storage, solving the ENO cold-start issue, while the harvested energy is efficiently managed with ENO. For this dual-mode operation, RENO provides hardware and software that handle the switch between PNO and ENO effectively. Application developers are provided with a well-defined API, which enables energy-efficient development of applications without detailed knowledge of the target hardware. Using the API, developers simply declare a task to be executed as either PNO or ENO, and the rest is handled by the system. The prototype system is implemented, and its functionality is evaluated in controlled environments. We also validate the proposed system with two real-world applications, proving the efficacy of dual-mode batteryless operation.","2474-249X","978-1-6654-5378-3","10.1109/PERCOM56429.2023.10099205","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10099205","Batteryless systems;energy-harvesting","Pervasive computing;Prototypes;Switches;Supercapacitors;Programming;Hardware;Software","","","","26","IEEE","18 Apr 2023","","","IEEE","IEEE Conferences"
"GFL: Federated Learning on Non-IID Data via Privacy-Preserving Synthetic Data","Y. Cheng; L. Zhang; A. Li","School of Computer Science and Technology, University of Science and Technology of China, Hefei, China; School of Computer Science and Technology, University of Science and Technology of China, Hefei, China; Nanyang Technological University, Singapore",2023 IEEE International Conference on Pervasive Computing and Communications (PerCom),"18 Apr 2023","2023","","","61","70","Federated learning (FL) enables large amounts of participants to construct a global learning model, while storing training data privately at local client devices. A fundamental issue in FL systems is the susceptibility to the highly skewed distributed data. A series of methods have been proposed to mitigate the Non-IID problem by limiting the distances between local models and the global model, but they cannot address the root cause of skewed data distribution eventually. Some methods share extra samples from the server to clients, which requires comprehensive data collection by the server and may raise potential privacy risks. In this work, we propose an efficient and adaptive framework, named Generative Federated Learning (GFL), to solve the skewed data problem in FL systems in a privacy-friendly way. We introduce Generative Adversarial Networks (GAN) into FL to generate synthetic data, which can be used by the server to balance data distributions. To keep the distribution and membership of clients' data private, the synthetic samples are generated with random distributions and protected by a differential privacy mechanism. The results show that GFL significantly outperforms existing approaches in terms of achieving more accurate global models (e.g., 17% - 50% higher accuracy) as well as building global models with faster convergence speed without increasing much computation or communication costs.","2474-249X","978-1-6654-5378-3","10.1109/PERCOM56429.2023.10099110","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10099110","Federated Learning;Non-IID;Membership In-ference Attack","Pervasive computing;Privacy;Adaptation models;Costs;Federated learning;Computational modeling;Generative adversarial networks","","7","","38","IEEE","18 Apr 2023","","","IEEE","IEEE Conferences"
"EMGSense: A Low-Effort Self-Supervised Domain Adaptation Framework for EMG Sensing","D. Duan; H. Yang; G. Lan; T. Li; X. Jia; W. Xu","City University of Hong Kong Shenzhen Research Institute; City University of Hong Kong Shenzhen Research Institute; Department of Software Technology, Delft University of Technology; Department of Computer Science and Engineering, Michigan State University; City University of Hong Kong Shenzhen Research Institute; City University of Hong Kong Shenzhen Research Institute",2023 IEEE International Conference on Pervasive Computing and Communications (PerCom),"18 Apr 2023","2023","","","160","170","This paper presents EMGSense, a low-effort self-supervised domain adaptation framework for sensing applications based on Electromyography (EMG). EMGSense addresses one of the fundamental challenges in EMG cross-user sensing—the significant performance degradation caused by time-varying biological heterogeneity—in a low-effort (data-efficient and label-free) manner. To alleviate the burden of data collection and avoid labor-intensive data annotation, we propose two EMG-specific data augmentation methods to simulate the EMG signals generated in various conditions and scope the exploration in label-free scenarios. We model combating biological heterogeneity-caused performance degradation as a multi-source domain adaptation problem that can learn from the diversity among source users to eliminate EMG heterogeneous biological features. To relearn the target-user-specific biological features from the unlabeled data, we integrate advanced self-supervised techniques into a carefully designed deep neural network (DNN) structure. The DNN structure can seamlessly perform two training stages that complement each other to adapt to a new user with satisfactory performance. Comprehensive evaluations on two sizable datasets collected from 13 participants indicate that EMGSense achieves an average accuracy of 91.9% and 81.2% in gesture recognition and activity recognition, respectively. EMGSense outperforms the state-of-the-art EMG-oriented domain adaptation approaches by 12.5%-17.4% and achieves a comparable performance with the one trained in a supervised learning manner.","2474-249X","978-1-6654-5378-3","10.1109/PERCOM56429.2023.10099164","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10099164","EMG sensing;biological heterogeneity;domain adaptation;self-supervised learning","Degradation;Training;Pervasive computing;Deep learning;Supervised learning;Neural networks;Gesture recognition","","6","","40","IEEE","18 Apr 2023","","","IEEE","IEEE Conferences"
"SEEK: Detecting GPS Spoofing via a Sequential Dashcam-Based Vehicle Localization Framework","P. Jiang; H. Wu; Y. Zhao; D. Zhao; C. Xin","ECE Dept., School of Cvbersecurity, Old Dominion University, Norfolk, VA, USA; ECE Dept., University of Arizona, Tucson, AZ, USA; ECE Dept., Virginia Commonwealth University, Richmond, VA, USA; ECE Dept., University of Arizona, Tucson, AZ, USA; ECE Dept., School of Cvbersecurity, Old Dominion University, Norfolk, VA, USA",2023 IEEE International Conference on Pervasive Computing and Communications (PerCom),"18 Apr 2023","2023","","","71","80","GPS spoofing is a great threat to the safety of transportation systems as well as other systems that rely on GPS for navigation. This paper proposes a novel computer vision based approach for GPS spoofing detection, termed SEquential dashcam-based vEhicle localization frameworK (SEEK). SEEK utilizes vehicle dashcam images to identify a vehicle's true location and detects possible GPS spoofing attacks through verifying if the reported GPS locations of the vehicle are correct. However, it is nontrivial to use dashcam images for vehicle localization due to multiple challenges caused by real-world driving, including the complicated lighting/weather conditions, season/timing variations of the images, large blockage ratio in the images, and varying driving speeds. SEEK features a unique design with novel schemes to address complicated lighting/weather conditions, transform images to align with season changes, reduce blockage, and adopt a sequential image matching scheme. The performance evaluation shows that SEEK significantly outperforms the previous GPS spoofing detection scheme, and achieves a detection accuracy of up to 94%.","2474-249X","978-1-6654-5378-3","10.1109/PERCOM56429.2023.10099105","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10099105","GPs spoofing;deep learning;vehicle localization’ image matching","Location awareness;Pervasive computing;Performance evaluation;Computer vision;Image matching;Lighting;Transportation","","3","","45","IEEE","18 Apr 2023","","","IEEE","IEEE Conferences"
"Privacy-preserving Pedestrian Tracking using Distributed 3D LiDARs","M. Ohno; R. Ukyo; T. Amano; H. Rizk; H. Yamaguchi","Osaka University, Osaka, Japan; Osaka University, Osaka, Japan; Osaka University, Osaka, Japan; Osaka University, Osaka, Japan; Osaka University, Osaka, Japan",2023 IEEE International Conference on Pervasive Computing and Communications (PerCom),"18 Apr 2023","2023","","","43","52","The growing demand for intelligent environments unleashes an extraordinary cycle of privacy-aware applications that makes individuals' life more comfortable and safe. Examples of these applications include pedestrian tracking systems in large areas. Although the ubiquity of camera-based systems, they are not a preferable solution due to the vulnerability of leaking the privacy of pedestrians. In this paper, we introduce a novel privacy-preserving system for pedestrian tracking in smart environments using multiple distributed LiDARs of non-overlapping views. The system is designed to leverage LiDAR devices to track pedestrians in partially covered areas due to practical constraints, e.g., occlusion or cost. Therefore, the system uses the point cloud captured by different LiDARs to extract discriminative features that are used to train a metric learning model for pedestrian matching purposes. To boost the system's robustness, we leverage a probabilistic approach to model and adapt the dynamic mobility patterns of individuals and thus connect their sub-trajectories. We deployed the system in a large-scale testbed with 70 colorless LiDARs and conducted three different experiments. The evaluation result at the entrance hall confirms the system's ability to accurately track the pedestrians with a 0.98 F-measure even with zero-covered areas. This result highlights the promise of the proposed system as the next generation of privacy-preserving tracking means in smart environments.","2474-249X","978-1-6654-5378-3","10.1109/PERCOM56429.2023.10099061","JSPS KAKENHI(grant numbers:JPMXP0518071489,22K12011); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10099061","Point cloud-based recognition;LiDAR;Privacy-preserving;Re-ID;Pedestrian tracking","Point cloud compression;Pervasive computing;Adaptation models;Privacy;Laser radar;Three-dimensional displays;Feature extraction","","16","","48","IEEE","18 Apr 2023","","","IEEE","IEEE Conferences"
